belnr,line_count,bukrs,gjahr,usnam,blart,budat,dmbtr_sum,dmbtr_max,vendor_group,ae_error_max,risk_score_max,risk_level,reason,action
5100024819,2,USA1,2020,13,8,2020-11-14,458400214.51,230171942.51,벤더 거래,0.4632359,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,398,485)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026190,2,USA1,2021,13,8,2021-02-08,460291519.66999996,231121613.57,벤더 없는 거래 유형,0.4614759,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,617,737)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018233,2,USA1,2019,13,8,2019-03-23,399490546.98,200592247.37,벤더 거래,0.46059325,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,385,039)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029376,2,USA1,2021,13,8,2021-12-13,366619132.24,184230719.72,벤더 없는 거래 유형,0.4603556,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,539,504)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018951,2,USA1,2019,13,8,2019-05-25,470370259.53,236182378.2,벤더 거래,0.45788935,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 24,001,860)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100017990,2,USA1,2018,13,8,2018-12-16,253931177.94,127504015.63,벤더 거래,0.45499882,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 12,945,152)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029339,2,USA1,2021,13,8,2021-12-09,359248748.28999996,180527009.19,벤더 없는 거래 유형,0.45489618,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,166,792)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021644,2,USA1,2020,13,8,2020-01-19,422728433.15999997,212260425.57,벤더 거래,0.45324254,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 21,577,662)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100017825,2,USA1,2018,13,8,2018-12-02,272647589.77,136901907.16,벤더 거래,0.4524308,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 13,899,295)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029203,2,USA1,2022,13,8,2022-01-26,394180285.23,198080545.34,벤더 거래,0.4522361,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,788,027)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021868,2,USA1,2019,13,8,2019-12-29,278915258.24,140048967.11,벤더 거래,0.4499402,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 14,232,373)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100024571,2,USA1,2020,13,8,2020-11-07,451460620.86,226687433.34,벤더 거래,0.4498879,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,044,261)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100017017,2,USA1,2018,13,8,2018-11-17,449030351.73,225467283.89,벤더 거래,0.44975895,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,891,108)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029466,1,USA1,2021,13,8,2021-12-24,172324188.9,172324188.9,벤더 없는 거래 유형,0.4487652,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 17,516,491)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029217,2,USA1,2022,13,8,2022-01-23,331577552.11,166621885.48,벤더 거래,0.44867504,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 19,168,889)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100016843,2,USA1,2018,13,8,2018-11-25,447960580.65,224930130.05,벤더 거래,0.4482848,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,836,572)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029329,1,USA1,2021,13,8,2021-12-10,169640037.7,169640037.7,벤더 없는 거래 유형,0.44683146,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 17,243,651)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021102,2,USA1,2019,13,8,2019-10-06,457841797.13,229891584.97,벤더 거래,0.4450155,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,362,563)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100017734,2,USA1,2018,13,8,2018-12-09,322906623.01,162137991.25,벤더 거래,0.44389072,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 16,461,449)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029373,1,USA1,2021,13,8,2021-12-13,164676495.68,164676495.68,벤더 없는 거래 유형,0.44384474,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 16,739,115)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029244,2,USA1,2022,13,8,2022-01-30,328454292.2,165052408.14,벤더 거래,0.4431953,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,988,330)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100025566,2,USA1,2021,13,8,2021-01-23,371793053.46000004,186684756.85,벤더 거래,0.4431537,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,976,221)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029370,1,USA1,2021,13,8,2021-12-14,161276041.28,161276041.28,벤더 없는 거래 유형,0.44192287,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 16,393,464)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100020446,2,USA1,2019,13,8,2019-09-01,462198419.78,232079132.92,벤더 거래,0.4402949,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,584,871)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029553,1,USA1,2021,13,8,2021-12-22,157151924.38,157151924.38,벤더 없는 거래 유형,0.43978405,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 15,974,253)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029415,1,USA1,2021,13,8,2021-12-01,156531175.0,156531175.0,벤더 없는 거래 유형,0.43951836,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 15,911,155)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100022517,2,USA1,2020,13,8,2020-02-16,430155873.34000003,215989892.27,벤더 거래,0.43920082,38,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 21,956,786)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
90000003,10,C004,2022,17,9,2022-01-31,57240.0,16500.0,벤더 없는 거래 유형,0.9069422,37,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
90000014,6,C004,2022,17,9,2022-01-31,10400.0,3200.0,벤더 없는 거래 유형,0.9057357,37,저위험,"금액이 1,000 단위 정수 (비정상 반올림 의심)",실제 청구서/계약서 금액과 대조 필요
90000015,6,C003,2022,17,9,2022-01-25,51000.0,15000.0,벤더 없는 거래 유형,0.6835988,37,저위험,"동일 문서유형 내 금액이 평균 대비 유의미한 이상 (z=3.6) | 금액이 1,000 단위 정수 (비정상 반올림 의심)",유사 거래 대비 금액 적정성 검토 필요 / 실제 청구서/계약서 금액과 대조 필요
5000018035,2,USA1,2018,19,12,2018-07-19,16876434600.0,8438217300.0,벤더 거래,0.6350902,37,저위험,동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=37.9),유사 거래 대비 금액 적정성 검토 필요
5100015522,2,USA1,2018,13,8,2018-05-13,461267517.6,231611814.08,벤더 거래,0.43913946,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,514,946)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029503,1,USA1,2021,13,8,2021-12-27,151925550.96,151925550.96,벤더 없는 거래 유형,0.4385175,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 15,443,001)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029159,1,USA1,2021,13,8,2021-12-29,149664149.48,149664149.48,벤더 없는 거래 유형,0.43740624,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 15,213,133)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100020402,2,USA1,2019,13,8,2019-08-10,464349942.79999995,233159455.95,벤더 거래,0.437022,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,694,658)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100028430,2,USA1,2021,13,8,2021-11-11,466221997.63,234099425.62,벤더 거래,0.435173,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,795,850)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018800,2,USA1,2019,13,8,2019-05-04,458192864.77,230067863.1,벤더 거래,0.43413132,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,380,477)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029433,1,USA1,2021,13,8,2021-12-06,141752223.09,141752223.09,벤더 없는 거래 유형,0.43345982,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 14,408,897)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100020879,2,USA1,2019,13,8,2019-11-16,435781166.58000004,218814498.18,벤더 거래,0.4326614,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,236,862)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021750,2,USA1,2019,13,8,2019-12-05,468666852.97,235327063.47,벤더 거래,0.43232012,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,914,939)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100016577,2,USA1,2018,13,8,2018-08-26,461638518.83,231798101.35,벤더 거래,0.43135393,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,533,859)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100028792,2,USA1,2021,13,8,2021-10-16,397934201.78,199810752.27,벤더 거래,0.4308003,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,310,458)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029541,1,USA1,2021,13,8,2021-12-17,137891171.24,137891171.24,벤더 없는 거래 유형,0.42982993,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 14,016,427)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026567,2,USA1,2021,13,8,2021-05-11,472078218.32000005,237039951.61,벤더 거래,0.42881155,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.9) | 현지통화와 문서통화 금액 차이 발생 (차이: 24,094,750)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029576,1,USA1,2021,13,8,2021-12-20,136509612.53,136509612.53,벤더 없는 거래 유형,0.42860642,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 13,875,994)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029344,1,USA1,2021,13,8,2021-12-08,135490877.97,135490877.97,벤더 없는 거래 유형,0.4277294,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 13,772,441)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029829,2,USA1,2022,13,8,2022-03-26,301250462.68,151393692.72,벤더 거래,0.42772436,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=6.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 15,382,829)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100016832,2,USA1,2018,13,8,2018-11-24,431950668.47,216891227.11,벤더 거래,0.4272104,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,020,403)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100028184,2,USA1,2021,13,8,2021-08-01,406630058.53,204177116.54,벤더 거래,0.42626643,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,754,293)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100021744,2,USA1,2019,13,8,2019-12-05,464314460.06,233141639.35,벤더 거래,0.42605442,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,692,847)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029567,1,USA1,2021,13,8,2021-12-21,133057759.97,133057759.97,벤더 없는 거래 유형,0.42572182,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 13,525,118)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100019372,2,USA1,2019,13,8,2019-06-30,457755322.63,229848164.38,벤더 거래,0.4255657,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,358,150)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100023399,2,USA1,2020,13,8,2020-07-11,454680502.09000003,228304200.29,벤더 거래,0.42363438,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.5) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,208,616)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018093,2,USA1,2019,13,8,2019-03-16,368191244.62,184876237.44,벤더 거래,0.42308876,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.6) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,787,911)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029708,1,USA1,2022,13,8,2022-03-06,142322922.83,142322922.83,벤더 거래,0.42299873,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 14,461,165)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029401,1,USA1,2021,13,8,2021-12-02,129195189.54,129195189.54,벤더 없는 거래 유형,0.4227874,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 13,132,494)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018343,2,USA1,2019,13,8,2019-03-21,469061157.88,235525051.9,벤더 거래,0.42143425,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.8) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,935,060)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029141,1,USA1,2021,13,8,2021-12-31,126974672.96,126974672.96,벤더 없는 거래 유형,0.4212404,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 12,906,782)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029477,1,USA1,2021,13,8,2021-12-23,126353923.57,126353923.57,벤더 없는 거래 유형,0.42082638,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 12,843,684)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029275,2,USA1,2022,13,8,2022-01-12,380263031.46,191086950.48,벤더 거래,0.41951895,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.9) | 현지통화와 문서통화 금액 차이 발생 (차이: 21,983,454)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026088,2,USA1,2021,13,8,2021-03-10,404154894.12,202934286.79,벤더 거래,0.41803584,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,627,961)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029216,2,USA1,2022,13,8,2022-01-24,378890303.55,190397137.46,벤더 거래,0.41640624,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.9) | 현지통화와 문서통화 금액 차이 발생 (차이: 21,904,095)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100029698,1,USA1,2022,13,8,2022-03-13,125631028.84,125631028.84,벤더 거래,0.41629142,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=5.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 12,765,133)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100020339,2,USA1,2019,13,8,2019-08-17,452366880.68,227142519.18,벤더 거래,0.4159681,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,083,191)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100025462,2,USA1,2021,13,8,2021-01-31,354030523.52,177765833.94,벤더 거래,0.41475174,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,069,626)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100026033,2,USA1,2021,13,8,2021-03-18,402342170.45000005,202024081.84,벤더 거래,0.41455948,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,535,440)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100022214,2,USA1,2020,13,8,2020-03-28,371791237.76,186683838.04,벤더 거래,0.41437238,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=7.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 18,977,634)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100018580,2,USA1,2019,13,8,2019-03-07,464982052.56,233476850.99,벤더 거래,0.4130635,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,726,913)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100027905,2,USA1,2021,13,8,2021-09-25,395070361.58000004,198372760.61,벤더 거래,0.41263232,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.2) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,164,289)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100024716,2,USA1,2020,13,8,2020-10-31,438956380.68,220408803.53,벤더 거래,0.41119853,37,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.1) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,405,998)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
100000002,18,C003,2022,1,10,2022-01-22,34029.96,6912.0,벤더 없는 거래 유형,1.0198438,36,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5105600105,7,C003,2022,17,8,2022-01-25,2250.0,450.0,벤더 거래,1.0159346,36,저위험,다중 피처 복합 패턴 — 원본 전표 검토 권고,"전표 전체 라인 및 관련 문서(PO, 청구서) 종합 검토 필요"
5000000765,7,USA1,2022,13,12,2022-02-16,104.0,20.0,벤더 거래,0.87287116,36,저위험,해당 사용자의 평소 전기 패턴에서 3.7σ 이탈,해당 사용자의 접근 권한 및 해당 시간대 업무 필요성 확인 필요
5100017907,2,USA1,2018,13,8,2018-12-24,452731670.29999995,227325791.32,벤더 거래,0.4086424,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.4) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,079,797)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100023194,2,USA1,2020,13,8,2020-04-18,434106114.42,217973387.55,벤더 거래,0.4084817,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,158,422)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100025913,2,USA1,2021,13,8,2021-03-01,398135119.41,199911637.05,벤더 거래,0.4066381,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=8.3) | 현지통화와 문서통화 금액 차이 발생 (차이: 20,320,713)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100027682,2,USA1,2021,13,8,2021-06-22,465221404.26,233597007.6,벤더 거래,0.40541112,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,744,780)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100023198,2,USA1,2020,13,8,2020-04-18,431629752.7,216729956.66,벤더 거래,0.40378472,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.0) | 현지통화와 문서통화 금액 차이 발생 (차이: 22,032,019)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
5100027692,2,USA1,2021,13,8,2021-06-21,464340186.5,233154530.47,벤더 거래,0.40343687,36,저위험,"동일 문서유형 내 금액이 평균 대비 극단적 이상 (z=9.7) | 현지통화와 문서통화 금액 차이 발생 (차이: 23,699,802)",유사 거래 대비 금액 적정성 검토 필요 / 환율 적용 기준 및 환차손익 처리 적정성 확인 필요
